
Perfect Digital Audio Extraction



Each CD drive reads audio discs slightly out (a number of samples), if your CD drive supports 'Accurate Stream' it will be a constant value, this value tends to be the same for each particular make and model of CD Drive. A small number of drives have [Purged] as the offset, these drives were found not to have a constant drive offset (perhaps different manufacturing batches, or firmwares), as such they have been removed from AccurateRip's drive database (should you have one of these drives, 3 matching key disks will be required to configure AccurateRip).?
This list contains submitted drive read offsets in a format compatible with dBpowerAMP Music Converter (dMC) and Exact Audio Copy (EAC). Contribute your offset by easily configuring AccurateRip on your CD drives - www.accuraterip.com?

Information: JLMS drives are listed as Lite-ON,?? HL-DT-ST as LG Electronics? &? Matshita as Panasonic

CD Drive	Correction Offset	Submitted By	Percentage Agree
TEAC - DV-28E	-472	1	100%
TEAC - DV-28S-V	+6	1	100%
TEAC - DV-28S-W	+6	1	100%
TEAC - DV-28SL	+102	8	100%
TEAC - DV-28SS-W	+102	3	100%
TEAC - DV-516G	+6	53	100%
TEAC - DV-516GA	+6	43	100%
TEAC - DV-516GB	+6	4	100%
TEAC - DV-516GC	+6	7	100%
TEAC - DV-516GS	+6	1	100%
TEAC - DV-518GS	+6	13	100%
TEAC - DV-W22E	+102	19	100%
TEAC - DV-W24E	+102	9	100%
TEAC - DV-W24EP	+102	2	100%
TEAC - DV-W24ES	+102	9	100%
TEAC - DV-W24EW	+102	8	100%
TEAC - DV-W28E-R	+48	23	100%
TEAC - DV-W28E-RF	+48	1	100%
TEAC - DV-W28E	+102	50	100%
TEAC - DV-W28EA	+102	49	100%
TEAC - DV-W28EAD	+102	4	100%
TEAC - DV-W28EADT	+102	8	100%
TEAC - DV-W28EAT	+102	5	100%
TEAC - DV-W28EAW	+102	1	100%
TEAC - DV-W28EC	+48	28	100%
TEAC - DV-W28ECF	+48	3	100%
TEAC - DV-W28ECS	+48	1	100%
TEAC - DV-W28ECT	+48	19	100%
TEAC - DV-W28ECW	+48	1	100%
TEAC - DV-W28EW	+102	3	100%
TEAC - DV-W28S-R91	+48	1	100%
TEAC - DV-W28S-R	+48	39	100%
TEAC - DV-W28S-RT	+48	25	100%
TEAC - DV-W28S-V	+96	42	100%
TEAC - DV-W28S-VT	+96	4	100%
TEAC - DV-W28S-VTF	+96	2	100%
TEAC - DV-W28S-W	+48	5	100%
TEAC - DV-W28SLCF	+48	2	100%
TEAC - DV-W28SLCTF	+48	5	100%
TEAC - DV-W28SS-R	+6	8	100%
TEAC - DV-W28SS-RTF	+6	4	100%
TEAC - DV-W28SS-V	+6	1	100%
TEAC - DV-W28U-V	+96	3	100%
TEAC - DV-W5000E	+96	6	100%
TEAC - DV-W5000S	+96	24	100%
TEAC - DV-W50D	+48	29	100%
TEAC - DV-W50E	+48	16	100%
TEAC - DV-W512G	+12	4	100%
TEAC - DV-W516E	+102	29	100%
TEAC - DV-W516G	+12	7	100%
TEAC - DV-W516GA	+12	10	100%
TEAC - DV-W516GB	+12	25	100%
TEAC - DV-W516GC	+6	11	100%
TEAC - DV-W516GD	+6	3	100%
TEAC - DV-W516GDM	+6	15	100%
TEAC - DV-W518GM	+6	30	100%
TEAC - DV-W520GM	+6	15	100%
TEAC - DV-W520GS	+6	7	100%
TEAC - DV-W522GM	+6	3	100%
TEAC - DV-W522GMA	+6	19	100%
TEAC - DV-W522GS	+6	3	100%
TEAC - DV-W524GS	+6	17	100%
TEAC - DV-W524GSB	+6	2	100%
TEAC - DV-W58D	+48	2	100%
TEAC - DV-W58G-A	+12	9	100%
TEAC - DV-W58G	+12	21	100%
TEAC - DVD+-RW DV-W28SV	+96	2	100%
TEAC - DVD+-RW DVW28SLC	+48	163	100%
TEAC - DVD+-RW DVW28SLZ	+102	11	100%
TEAC - DVD+RW DV-W58E	+686	99	100%
TEAC - DVD-ROM DV-28E-C	+102	24	100%
TEAC - DVD-ROM DV-28SW	+6	5	100%
TEAC - DVD-ROM DV18SA	+6	15	100%
TEAC - DVD-ROM DV28EV	+6	10	100%
TEAC - DVD-ROM DV28SV	+6	7	100%
TEAC - DVD-ROM DW224SLR	+102	6	100%
TEAC - DW-224E-A	+102	69	100%
TEAC - DW-224E-B	+102	21	100%
TEAC - DW-224E-C	+102	39	100%
TEAC - DW-224E-R	+102	21	100%
TEAC - DW-224E-V	+102	24	100%
TEAC - DW-224E	+102	81	100%
TEAC - DW-224SL-R	+102	62	100%
TEAC - DW-225	+102	18	100%
TEAC - DW-28E	+690	10	100%
TEAC - DW-548D	+6	24	100%
TEAC - DW-552G	+6	30	100%
TEAC - DW-552GA	+6	9	100%
TEAC - PU-DVR10	+6	12	100%
TORiSAN - DVD-ROM DRD-U424	-472	3	100%
TORiSAN - DVD-ROM DRD-U824	-472	1	100%
TOSHIBA - CD-DVDW SD-R5372	+704	76	100%
TOSHIBA - CD-DVDW SD-R6472	+116	24	100%
TOSHIBA - CD-DVDW SDR5372V	+704	26	100%
TOSHIBA - CD-DVDW SDR5472C	+6	8	100%
TOSHIBA - CD-DVDW SDR6472U	+704	3	100%
TOSHIBA - CD-DVDW SDR6572M	+116	15	100%
TOSHIBA - CD-R-RW SR-C8102	-472	5	100%
TOSHIBA - CD-R-RW SRM8202C	+145	3	100%
TOSHIBA - CD-ROM XM-1702BC	+686	6	100%
TOSHIBA - CD-ROM XM-1802D	+98	1	100%
TOSHIBA - CD-ROM XM-1902B	+94	14	100%
TOSHIBA - CD-ROM XM-6202B	+686	5	100%
TOSHIBA - CD-ROM XM-6202BH	+686	4	100%
TOSHIBA - CD-ROM XM-6202S	+686	1	100%
TOSHIBA - CD-ROM XM-6302B	+98	14	100%
TOSHIBA - CD-ROM XM-6401TA	+685	2	100%
TOSHIBA - CD-ROM XM-6402B	+94	3	100%
TOSHIBA - CD-ROM XM-6502B	+94	2	100%
TOSHIBA - CD-ROM XM-6602B	+94	2	100%
TOSHIBA - CD-ROM XM-6702B	+94	30	100%
TOSHIBA - CD-ROM XM-7002B	+94	4	100%
TOSHIBA - CD-ROM XM-7002Bc	+94	4	100%
TOSHIBA - CDRW-DVD SDR2102	+708	31	100%
TOSHIBA - CDW-DVD SD-R1612	+6	9	100%
TOSHIBA - CDW-DVD SD-R2612	+6	4	100%
TOSHIBA - CDW-DVD SDR1712C	+6	3	100%
TOSHIBA - CDW-DVD SDR2612C	+6	1	100%
TOSHIBA - DFD-ROM SD-C2&1'	-472	1	100%
TOSHIBA - DVD-HD SD-H802A	+697	64	100%
TOSHIBA - DVD-HD X807616	+697	117	100%
TOSHIBA - DVD-HDW SD-L902A	+696	6	83%
TOSHIBA - DVD-HDW SD-L912A	+696	1	100%
TOSHIBA - DVD-ROM SD-C2102	+116	1	100%
TOSHIBA - DVD-ROM SD-C2202	+116	5	100%
TOSHIBA - DVD-ROM SD-C2302	-472	12	100%
TOSHIBA - DVD-ROM SD-C2402	-472	37	100%
TOSHIBA - DVD-ROM SD-C2502	-472	71	100%
TOSHIBA - DVD-ROM SD-C2512	-472	13	100%
Toshiba - DVD-ROM SD-C2612	-472	60	98%
TOSHIBA - DVD-ROM SD-M1201	+111	3	100%
TOSHIBA - DVD-ROM SD-M1202	+116	16	100%
TOSHIBA - DVD-ROM SD-M1212	+116	33	100%
TOSHIBA - DVD-ROM SD-M1222	-472	7	100%
TOSHIBA - DVD-ROM SD-M1302	-472	22	100%
TOSHIBA - DVD-ROM SD-M1401	-472	19	100%
TOSHIBA - DVD-ROM SD-M1402	-472	49	100%
TOSHIBA - DVD-ROM SD-M1502	-472	136	100%
TOSHIBA - DVD-ROM SD-M1612	-472	573	100%
TOSHIBA - DVD-ROM SD-M1711	-472	2	100%
TOSHIBA - DVD-ROM SD-M1712	-472	493	100%
TOSHIBA - DVD-ROM SD-M1912	+12	175	100%
TOSHIBA - DVD-ROM SD-R1002	+708	18	100%
TOSHIBA - DVD-ROM SD-R1102	+708	8	100%
TOSHIBA - DVD-ROM SD-R1202	-472	32	100%
TOSHIBA - DVD-ROM SD-R1312	+116	39	100%
TOSHIBA - DVD-ROM SD-R2002	+708	21	100%
TOSHIBA - DVD-ROM SD-R2102	+708	69	100%
TOSHIBA - DVD-ROM SD-R2212	+116	44	100%
TOSHIBA - DVD-ROM SD-R2312	+116	73	100%
TOSHIBA - DVD-ROM SD-R2412	+116	63	100%
TOSHIBA - DVD-ROM SD-R2512	+116	124	100%
TOSHIBA - DVD-ROM SD-R5002	+116	68	100%
TOSHIBA - DVD-ROM SD-R5112	+116	67	100%
TOSHIBA - DVD-ROM SD-R6012	+116	27	100%
TOSHIBA - DVD-ROM SD-R6112	+116	81	100%
TOSHIBA - DVD-ROM SD-R9012	+116	81	100%
TOSHIBA - DVD-ROM SDM2012C	+6	71	100%
TOSHIBA - DVD-ROM SDR6112F	+116	3	100%
TOSHIBA - DVDW-HD SD-L802B	+696	17	100%
TOSHIBA - DVDW-HD TS-L802A	+696	132	100%
Toshiba - ODD-DVD SD-C2732	+691	1	100%
TOSHIBA - ODD-DVD SD-M1802	+691	171	100%
TOSHIBA - ODD-DVD SD-R1412	+116	1	100%
TOSHIBA - ODD-DVD SD-R1512	+116	8	100%
TOSHIBA - ODD-DVD SD-R5272	+116	30	100%
TOSHIBA - ODD-DVD SD-R6252	+116	23	100%
TOSHIBA - ODD-DVD SD-R6372	+116	65	100%
TOSHIBA - ODD-DVD SDR1412N	+116	1	100%
TOSHIBA - ODD-DVD SDR1412T	+116	4	100%
Toshiba - SuperMultiPA3761	+6	27	100%
TOSHIBA - SuperMultiPA3834	+96	7	100%
TS8XDVDR - Transcend	+6	25	100%
TSSTcorp - AA-ES0PN21	+6	1	100%
TSSTcorp - BDDVDW SE-506AB	+6	15	100%
TSSTcorp - BDDVDW SN-506AB	+6	2	100%
TSSTcorp - CD-DVDW SDR5372V	+704	3	100%
TSSTcorp - CD-DVDW SE-T084L	+6	20	100%
TSSTcorp - CD-DVDW SH-S162A	+48	71	100%
TSSTcorp - CD-DVDW SH-S162L	+6	361	100%
TSSTcorp - CD-DVDW SH-S162S	+6	1	100%
TSSTcorp - CD-DVDW SH-S182D	+6	905	100%
TSSTcorp - CD-DVDW SH-S182F	+6	68	100%
TSSTcorp - CD-DVDW SH-S182M	+6	1328	100%
TSSTcorp - CD-DVDW SH-S183A	+6	576	100%
TSSTcorp - CD-DVDW SH-S183L	+6	687	100%
TSSTcorp - CD-DVDW SH-W162C	+6	277	100%
TSSTcorp - CD-DVDW SH-W162D	+6	5	100%
TSSTcorp - CD-DVDW SH-W162L	+6	82	100%
TSSTcorp - CD-DVDW SH-W162Z	+6	32	100%
TSSTcorp - CD-DVDW SH-W163A	+6	90	100%
TSSTcorp - CD-DVDW SN-S082D	+6	81	100%
TSSTcorp - CD-DVDW SN-S082M	+6	3	100%
TSSTcorp - CD-DVDW SN-T082A	+6	1	100%
TSSTcorp - CD-DVDW SN-T082L	+6	9	100%
TSSTcorp - CD-DVDW SN-W082B	+704	5	100%
TSSTcorp - CD-DVDW TS-H542A	+116	10	100%
TSSTcorp - CD-DVDW TS-H552A	+704	5	100%
TSSTcorp - CD-DVDW TS-H552B	+12	263	100%
TSSTcorp - CD-DVDW TS-H552D	+6	92	100%
TSSTcorp - CD-DVDW TS-H552L	+6	128	100%
TSSTcorp - CD-DVDW TS-H552U	+12	258	100%
TSSTcorp - CD-DVDW TS-H652D	+6	97	100%
TSSTcorp - CD-DVDW TS-H652L	+6	143	100%
TSSTcorp - CD-DVDW TS-H652M	+6	87	100%
TSSTcorp - CD-DVDW TS-H653A	+6	9	100%
TSSTcorp - CD-DVDW TS-H653L	+6	297	100%
TSSTcorp - CD-DVDW TS-L532A	+116	136	100%
TSSTcorp - CD-DVDW TS-L532L	+116	8	100%
TSSTcorp - CD-DVDW TS-L532M	+116	102	100%
TSSTcorp - CD-DVDW TS-L532R	+116	17	100%
TSSTcorp - CD-DVDW TS-L532U	+704	46	100%
TSSTcorp - CD-DVDW TS-L632B	+696	40	100%
TSSTcorp - CD-DVDW TS-L632C	+696	20	100%
TSSTcorp - CD-DVDW TS-L632D	+6	568	100%
TSSTcorp - CD-DVDW TS-L632L	+696	9	100%
TSSTcorp - CD-DVDW TS-L632M	+6	120	100%
TSSTcorp - CD-DVDW TS-S532A	+704	1	100%
TSSTcorp - CD-DVDW TS-T632A	+6	10	100%
TSSTcorp - CD-R-RW SH-R522C	+145	36	100%
TSSTcorp - CD-R-RW TS-H292A	+145	14	100%
TSSTcorp - CD-R-RW TS-H292B	+145	1	100%
TSSTcorp - CD-R-RW TS-H292C	+145	4	100%
TSSTcorp - CD-ROM SH-C522C	+6	36	100%
TSSTcorp - CD-ROM TS-H192C	+6	33	100%
TSSTcorp - CD-ROM TS-L162C	+6	17	100%
TSSTcorp - CD-RW TS-H292B	+145	43	100%
TSSTcorp - CD-RW TS-H292C	+145	7	100%
TSSTcorp - CDDVDW SE-208AB	+6	36	100%
TSSTcorp - CDDVDW SE-S084B	+6	111	100%
TSSTcorp - CDDVDW SE-S084C	+6	315	100%
TSSTcorp - CDDVDW SE-S084D	+6	94	100%
TSSTcorp - CDDVDW SE-S084F	+6	141	100%
TSSTcorp - CDDVDW SE-S204N	+6	197	100%
TSSTcorp - CDDVDW SE-S204S	+6	17	100%
TSSTcorp - CDDVDW SE-S224Q	+6	287	100%
TSSTcorp - CDDVDW SE-T084M	+6	83	100%
TSSTcorp - CDDVDW SE-T084P	+6	10	100%
TSSTcorp - CDDVDW SH-216AB	+6	9	100%
TSSTcorp - CDDVDW SH-222AB	+6	154	100%
TSSTcorp - CDDVDW SH-222AL	+6	33	100%
TSSTcorp - CDDVDW SH-222BB	+6	35	100%
TSSTcorp - CDDVDW SH-S202G	+6	50	100%
TSSTcorp - CDDVDW SH-S202H	+6	108	100%
TSSTcorp - CDDVDW SH-S202J	+6	517	100%
TSSTcorp - CDDVDW SH-S202N	+6	459	100%
TSSTcorp - CDDVDW SH-S203B	+6	1176	100%
TSSTcorp - CDDVDW SH-S203D	+6	692	100%
TSSTcorp - CDDVDW SH-S203N	+6	753	100%
TSSTcorp - CDDVDW SH-S203P	+6	420	100%
TSSTcorp - CDDVDW SH-S203S	+6	14	100%
TSSTcorp - CDDVDW SH-S222A	+6	427	100%
TSSTcorp - CDDVDW SH-S222L	+6	173	100%
TSSTcorp - CDDVDW SH-S223B	+6	411	100%
TSSTcorp - CDDVDW SH-S223C	+697	954	100%
TSSTcorp - CDDVDW SH-S223F	+6	1161	100%
TSSTcorp - CDDVDW SH-S223L	+6	518	100%
TSSTcorp - CDDVDW SH-S223Q	+6	800	100%
TSSTcorp - CDDVDW SH-S243D	+6	33	100%
TSSTcorp - CDDVDW SH-S243N	+6	43	100%
TSSTcorp - CDDVDW SN-208AB	+6	8	100%
TSSTcorp - CDDVDW SN-208BB	+6	23	100%
TSSTcorp - CDDVDW SN-S082H	+6	169	100%
TSSTcorp - CDDVDW SN-S082N	+6	27	100%
TSSTcorp - CDDVDW SN-S083A	+6	38	100%
TSSTcorp - CDDVDW SN-S083B	+6	25	100%
TSSTcorp - CDDVDW SN-S083C	+6	60	100%
TSSTcorp - CDDVDW SN-S083F	+6	22	100%
TSSTcorp - CDDVDW SN-S083N	+6	16	100%
TSSTcorp - CDDVDW SN-T083A	+6	6	100%
TSSTcorp - CDDVDW SN-T083C	+6	10	100%
TSSTcorp - CDDVDW TS-H652H	+6	13	100%
TSSTcorp - CDDVDW TS-H652J	+6	1	100%
TSSTcorp - CDDVDW TS-H652N	+6	2	100%
TSSTcorp - CDDVDW TS-H653B	+6	72	100%
TSSTcorp - CDDVDW TS-H653D	+6	1	100%
TSSTcorp - CDDVDW TS-H653E	+6	2	100%
TSSTcorp - CDDVDW TS-H653F	+6	31	100%
TSSTcorp - CDDVDW TS-H653G	+6	32	100%
TSSTcorp - CDDVDW TS-H653J	+6	10	100%
TSSTcorp - CDDVDW TS-H653N	+6	301	100%
TSSTcorp - CDDVDW TS-H653Q	+6	99	100%
TSSTcorp - CDDVDW TS-H653R	+6	38	100%
TSSTcorp - CDDVDW TS-H653Z	+6	105	100%
TSSTcorp - CDDVDW TS-H662A	+6	15	100%
TSSTcorp - CDDVDW TS-H663B	+6	31	100%
TSSTcorp - CDDVDW TS-H663C	+697	20	100%
TSSTcorp - CDDVDW TS-L632H	+6	489	100%
TSSTcorp - CDDVDW TS-L632N	+6	191	100%
TSSTcorp - CDDVDW TS-L632P	+6	10	100%
TSSTcorp - CDDVDW TS-L633A	+6	374	100%
TSSTcorp - CDDVDW TS-L633B	+6	137	100%
TSSTcorp - CDDVDW TS-L633C	+6	420	100%
TSSTcorp - CDDVDW TS-L633F	+6	63	100%
TSSTcorp - CDDVDW TS-L633J	+6	62	100%
TSSTcorp - CDDVDW TS-L633L	+6	154	100%
TSSTcorp - CDDVDW TS-L633M	+6	142	100%
TSSTcorp - CDDVDW TS-L633P	+6	31	100%
TSSTcorp - CDDVDW TS-L633Y	+6	12	100%
TSSTcorp - CDDVDW TS-T633A	+6	27	100%
TSSTcorp - CDDVDW TS-T633C	+6	21	100%
TSSTcorp - CDDVDW TS-T633L	+6	2	100%
TSSTcorp - CDDVDW TS-T633P	+6	1	100%
TSSTcorp - CDDVDW TS-U633A	+6	19	100%
TSSTcorp - CDDVDW TS-U633F	+6	36	100%
TSSTcorp - CDDVDW TS-U633J	+6	14	100%
TSSTcorp - CDRW-DVD TSH492B	+6	44	100%
TSSTcorp - CDRW-DVD TSL462C	+6	176	100%
TSSTcorp - CDRW-DVD TSL462D	+6	114	100%
TSSTcorp - CDRWDVD TS-H492C	+6	86	100%
TSSTcorp - CDRWDVD TS-H493A	+6	50	100%
TSSTcorp - CDRWDVD TS-H493B	+6	92	100%
TSSTcorp - CDRWDVD TS-L463A	+6	3	100%
TSSTcorp - CDRWDVD TS-U463A	+102	1	100%
TSSTcorp - CDRWDVD TSL462D	+6	94	100%
TSSTcorp - CDW-DVD SH-M522C	+6	52	100%
TSSTcorp - CDW-DVD SH-M523A	+6	3	100%
TSSTcorp - CDW-DVD SH-M523B	+6	1	100%
TSSTcorp - CDW-DVD SN-M242C	+6	8	100%
TSSTcorp - CDW-DVD SN-M242D	+6	8	100%
TSSTcorp - CDW-DVD TS-H492A	+6	80	100%
TSSTcorp - CDW-DVD TS-H492B	+6	1	100%
TSSTcorp - CDW-DVD TS-H492C	+6	40	100%
TSSTcorp - CDW-DVD TS-H493A	+6	7	100%
TSSTcorp - CDW-DVD TS-H493B	+6	7	100%
TSSTcorp - CDW-DVD TS-L462A	+6	35	100%
TSSTcorp - CDW-DVD TS-L462C	+6	71	100%
TSSTcorp - CDW-DVD TS-L462D	+6	47	100%
TSSTcorp - CDW-DVD TS-U462A	+6	1	100%
TSSTcorp - CDW-DVD TSH492AN	+6	1	100%
TSSTcorp - CDW-DVD TSH492CN	+6	3	100%
TSSTcorp - DVD+-RW SH-216AB	+6	6	100%
TSSTcorp - DVD+-RW SH-216BB	+6	1	100%
TSSTcorp - DVD+-RW SN-208BB	+6	4	100%
TSSTcorp - DVD+-RW TS-D633A	+6	16	100%
TSSTcorp - DVD+-RW TS-H553A	+6	175	100%
TSSTcorp - DVD+-RW TS-H653A	+6	337	100%
TSSTcorp - DVD+-RW TS-H653B	+6	289	100%
TSSTcorp - DVD+-RW TS-H653F	+6	193	100%
TSSTcorp - DVD+-RW TS-H653G	+6	210	100%
TSSTcorp - DVD+-RW TS-H653H	+697	39	100%
TSSTcorp - DVD+-RW TS-H653J	+6	15	100%
TSSTcorp - DVD+-RW TS-L532B	+704	123	100%
TSSTcorp - DVD+-RW TS-L632D	+6	594	100%
TSSTcorp - DVD+-RW TS-L632H	+6	762	100%
TSSTcorp - DVD+-RW TS-L633A	+6	26	100%
TSSTcorp - DVD+-RW TS-L633B	+6	40	100%
TSSTcorp - DVD+-RW TS-L633C	+6	113	100%
TSSTcorp - DVD+-RW TS-L633J	+6	40	100%
TSSTcorp - DVD+-RW TS-T633A	+6	167	100%
TSSTcorp - DVD+-RW TS-T633C	+6	70	100%
TSSTcorp - DVD+-RW TS-U633A	+6	126	100%
TSSTcorp - DVD+-RW TS-U633F	+6	114	100%
TSSTcorp - DVD+-RW TS-U633J	+6	64	100%
TSSTcorp - DVD-ROM SH-D162C	+6	579	100%
TSSTcorp - DVD-ROM SH-D162D	+6	225	100%
TSSTcorp - DVD-ROM SH-D163A	+6	127	100%
TSSTcorp - DVD-ROM SH-D163B	+6	440	100%
TSSTcorp - DVD-ROM SH-D163C	+6	45	100%
TSSTcorp - DVD-ROM TS-353C	+6	1	100%
TSSTcorp - DVD-ROM TS-H352A	+12	136	100%
TSSTcorp - DVD-ROM TS-H352C	+6	252	100%
TSSTcorp - DVD-ROM TS-H352D	+6	15	100%
TSSTcorp - DVD-ROM TS-H353A	+6	39	100%
TSSTcorp - DVD-ROM TS-H353B	+6	226	100%
TSSTcorp - DVD-ROM TS-H353C	+6	17	100%
TSSTcorp - DVD-ROM TS-L332A	+6	4	100%
TSSTcorp - DVD-ROM TS-L333D	+6	2	100%
TSSTcorp - DVD-ROM TS-U333A	+6	1	100%
TSSTcorp - DVD-ROM TS-U333B	+6	3	100%
TSSTcorp - DVD-RW SH-216AB	+6	3	100%
TSSTcorp - DVDR-RW TS-T632L	+6	9	100%
TSSTcorp - DVDRW TS-H663	+48	1	100%
TSSTcorp - DVDWBD SE-406AB	+6	12	100%
TSSTcorp - DVDWBD SH-B123A	+6	34	100%
TSSTcorp - DVDWBD SH-B123L	+6	256	100%
TSSTcorp - DVDWBD SN-B063D	+6	4	100%
TSSTcorp - DVDWBD TS-LB23A	+6	34	100%
TSSTcorp - DVDWBD TS-LB23D	+6	6	100%
TSSTcorp - DVDWBD TS-TB23L	+6	1	100%
TSSTcorp - SH-D162C	0	2	100%
USB - CD-R-RW 4X4X6	+692	3	100%
USB - CD-R-RW 6X4X6	+692	1	100%
USB - CD-ROM SC-924U	+694	8	100%
USB 2.0 - DVD-ROM DR108	+6	4	100%
USB 2.0 - DVD-ROM	+6	1	100%
VAXDRV - CDDVDROM	0	15	100%
VERBATIM - 321240AL	+12	6	100%
Verbatim - 522452AL	+6	3	100%
VIRSCSI - DVD-CD-ROM	+98	1	100%
VXDV - DVD-RAM DVDR S95	+667	2	50%
WAITEC - SHUTTLE	-436	1	100%
YAMAHA - CRW-70	+733	6	100%
YAMAHA - CRW-F1E	+733	478	100%
YAMAHA - CRW-F1S	+733	33	100%
YAMAHA - CRW2100E	+733	28	100%
YAMAHA - CRW2100S	+733	28	100%
YAMAHA - CRW2200E	+733	37	100%
YAMAHA - CRW2200S	+733	1	100%
YAMAHA - CRW3200E	+733	60	100%
YAMAHA - CRW3200S	+733	1	100%
YAMAHA - CRW8424E	+117	5	100%
YAMAHA - CRW8424S	+117	10	100%
YAMAHA - CRW8824E	+117	4	100%
YAMAHA - CRW8824S	+117	17	100%
YAMAKAWA - DVR-Y08	+48	2	100%
AccurateRip User Count: 212066

